Gene,Log2FoldChange,PValue,AdjustedPValue
203007_x_at,0.5166004409921476,4.202482641375997e-06,3.063361675529131e-05
203010_at,-0.6109574960657493,1.660812524443447e-13,1.0855971932204519e-11
203016_s_at,0.5509435156696307,3.5568048912588197e-10,1.0611735137514819e-08
203022_at,0.5189309892555611,2.6053884190977973e-06,2.063403153948706e-05
203032_s_at,0.6184517491429209,1.2361163840386754e-08,2.313613322305972e-07
203046_s_at,0.5418892058146962,1.0742153844570641e-09,2.7976427170445875e-08
203085_s_at,0.5820130357811237,0.0002565952733392342,0.0008638479137847692
203087_s_at,0.690934348558482,2.520842650088038e-06,2.0112877041514388e-05
203100_s_at,0.5861041471637347,5.193740464730689e-05,0.00023596565043716372
203108_at,0.9872955180339198,1.1109507319114126e-07,1.4921906593371278e-06
203109_at,1.135321297633455,0.0002988107367114567,0.0009789509022860973
203123_s_at,0.5092685911794321,0.0008489557178756595,0.0022890453281747504
203142_s_at,0.5371546482963012,0.0007440522943198834,0.0020526717894277387
203145_at,1.0975277665762533,1.0636146341861753e-18,1.9586075948295882e-16
203176_s_at,0.5041763699509669,5.7047172954238934e-05,0.0002550685751368097
203194_s_at,0.5393019321310359,4.250114675580701e-05,0.0002007581049793591
203207_s_at,0.7868652788136314,3.7067154971064113e-06,2.765409723515552e-05
203210_s_at,0.8997402443454634,2.4991610010708136e-15,2.4638593209236743e-13
203213_at,0.7958208845307908,1.5572290648252283e-06,1.3617548777651997e-05
203214_x_at,1.1900375432418369,1.984081278881932e-48,1.1853695192552215e-44
203239_s_at,0.6785753876114171,0.0010274655487965598,0.0026763552553665283
203240_at,-0.9053423618918583,3.2883803953422035e-07,3.710878550267835e-06
203242_s_at,0.7074204112410296,2.629601907370169e-06,2.07808116870269e-05
203276_at,0.5639489911950517,5.128356909546331e-11,1.919727789498346e-09
203296_s_at,-1.227862900462971,5.130675357630122e-07,5.42717897603141e-06
203311_s_at,0.560892828296117,7.816621385935131e-05,0.0003296119198972352
203319_s_at,0.566782312253316,0.0010610744550422046,0.002749754152947058
203328_x_at,0.8258055928961412,1.6236567917632004e-11,6.938751886058702e-10
203357_s_at,0.6765097661490715,1.980613562110222e-05,0.0001079319009803299
203358_s_at,0.9830677137649402,3.40868319292262e-12,1.7113308292266302e-10
203362_s_at,0.8829457652434751,3.4869127458423975e-09,7.914973977492713e-08
203400_s_at,-1.164434078431021,2.0170892648847574e-07,2.457360951086357e-06
203417_at,0.6618579407603793,6.156249308840912e-05,0.0002711581824737478
203418_at,0.9352317110321313,2.4857211077766805e-18,4.2430549103717145e-16
203428_s_at,0.6095556365777544,4.829861389663425e-05,0.0002226162929054557
203431_s_at,0.6282784758515247,0.0007643847421303354,0.0020988786668735527
203434_s_at,-0.9530090101241757,9.183095686644356e-14,6.448595687408504e-12
203435_s_at,-0.5950114026349422,3.0451265093579585e-12,1.536554376478732e-10
203466_at,0.5967805827834782,0.006402940512442892,0.012420041492707408
203504_s_at,0.5302643134781295,0.0021680731159441483,0.004951428143691407
203535_at,0.561166303839506,0.0070997150600487086,0.013580245135030736
203548_s_at,-0.7391028536156883,3.750817679627125e-05,0.0001814190831052809
203549_s_at,-0.8241431735553784,7.596812515189312e-12,3.540280553100392e-10
203553_s_at,0.5640130895831246,1.196378623184181e-06,1.0935808516449772e-05
203554_x_at,0.617440671380725,8.59108311115044e-08,1.1992188537209625e-06
203571_s_at,-0.5038775173357468,8.429242615483122e-13,4.8516056919019615e-11
203582_s_at,0.545575357920161,0.000667103108396367,0.0018746664208858209
203622_s_at,0.5082225065744472,1.2314969259155781e-07,1.6270356555042085e-06
203630_s_at,0.618614056645602,1.8348643507571246e-05,0.00010148797076190699
203665_at,0.5826438176338558,3.538837696522833e-05,0.00017290179861061507
203687_at,-0.6139610949440151,1.78291695167055e-09,4.376277336097179e-08
203715_at,0.5101275037399016,1.1633285022308366e-07,1.551381652617837e-06
203726_s_at,-0.6978052107671746,4.336453647230376e-08,6.803494923847994e-07
203755_at,0.9072944290563898,1.1580972986424903e-06,1.0644517693861068e-05
203757_s_at,1.5861722763807629,9.271838937113557e-28,5.32631486018185e-25
203764_at,0.8114260037098266,1.9360285915548264e-34,2.8916523043462886e-31
203766_s_at,-0.897269907323047,3.25935414027493e-33,4.056809453262197e-30
203771_s_at,0.5164999099622429,0.00026749088097550885,0.0008935906504697384
203790_s_at,0.6274486845202891,0.0012411159306301702,0.0031225987601940916
203812_at,-0.5757999813451455,5.825728638152051e-07,6.027923999961139e-06
203851_at,-0.6486153739946676,2.429352343021459e-12,1.2577056012259448e-10
203876_s_at,0.9508550764277897,2.0394135294151365e-06,1.699674464677092e-05
203878_s_at,0.9530874295875922,3.401489721135714e-08,5.552420816927107e-07
203881_s_at,-0.6605503986846464,1.5669743478942396e-14,1.311166882921477e-12
203890_s_at,0.7557023660078563,3.832922514047345e-08,6.129393005333099e-07
203915_at,0.9340012014561458,5.893471969995361e-08,8.728299191259366e-07
203936_s_at,0.5946509764125096,0.001981102937191294,0.004601827911335796
203951_at,-0.8567272623584135,8.951829276275561e-11,3.1608787820923805e-09
203953_s_at,0.9831140017622233,0.0010929765391258653,0.002815766386845355
203967_at,0.5934644132366675,2.1104785394214367e-24,9.409584317850321e-22
203968_s_at,0.7489108987897988,1.4834749217602008e-17,2.2046946697920755e-15
203980_at,-1.337736705506296,9.599293718735548e-35,1.5092110629793068e-31
203997_at,0.5002930565723132,0.0004623021694334158,0.0013889058036120885
204006_s_at,0.8954004314259771,1.2415015559784497e-12,6.855108037003373e-11
204017_at,0.5971411588862923,0.0002833008878132532,0.0009363536314181787
204018_x_at,-0.6633572850964842,5.736661866418845e-07,5.952259926143234e-06
204026_s_at,0.966882069639293,8.526935913083787e-06,5.4438262362820884e-05
204033_at,1.0187440139958017,1.6645972490500137e-08,3.0172845281324034e-07
204041_at,-0.776562650542056,2.7736204388006407e-08,4.6704391064178546e-07
204066_s_at,0.6021172411885125,0.0019958728891061152,0.004631814398957262
204086_at,0.5368381160912452,4.38490787573031e-08,6.865092665818438e-07
204088_at,0.5740693603607978,0.0016030147979055774,0.003859846690555812
204092_s_at,1.1383743266730606,8.122951234051544e-16,9.054059674014467e-14
204103_at,0.5419946565763056,0.00010426833135656065,0.0004173433726952835
204126_s_at,0.6623619022442249,7.998980252456121e-15,7.154058026987103e-13
204128_s_at,0.7100910016859268,4.4579249897827e-18,7.276892639059497e-16
204134_at,-0.7684211703191024,7.330140636806776e-10,2.0125547895468017e-08
204146_at,0.5844908179192951,1.9882856879507705e-08,3.504499641515235e-07
204147_s_at,0.5729545698270337,2.9330609687949116e-08,4.894138307432844e-07
204151_x_at,-0.6768320840650968,2.4785820232692696e-06,1.9855243282139882e-05
204154_at,-0.7519082048429331,6.532979585458063e-05,0.0002849783384591169
204162_at,0.684666237607261,1.8911506959403754e-10,6.0941158132827285e-09
204170_s_at,0.8012594901357333,7.522450391177707e-07,7.462990305056807e-06
204174_at,0.6562026093723254,0.0003916503246702255,0.0012165309866433375
204203_at,0.5374555468947668,5.14390700827297e-05,0.00023427167274146996
204224_s_at,0.6311868055174763,5.4402601630995875e-05,0.00024541143399593913
204240_s_at,0.7881424412026967,5.623974651477325e-17,7.636335035860484e-15
204244_s_at,0.5027665820175313,1.7253559448043506e-06,1.4797540276541935e-05
204247_s_at,0.6786033497469348,0.00022588995149213175,0.0007776100523922566
204267_x_at,0.5077614631586305,6.55039405154973e-16,7.468449278927235e-14
204271_s_at,-0.7947437969380862,5.206817355350348e-14,3.840445630593224e-12
204273_at,-0.9045356391866028,2.0200402159696031e-10,6.460668236771304e-09
204285_s_at,0.5068877934747387,9.242009261804572e-05,0.00037834356676528185
204294_at,-0.5712281519489197,1.3845416419167442e-11,6.082209989314263e-10
204304_s_at,-0.5890141127290316,1.0166512623451528e-09,2.6639830270854744e-08
204312_x_at,0.7849442118844538,1.1896122192857532e-12,6.592967757792954e-11
204315_s_at,0.5681258782636234,6.0009373914002606e-06,4.082152569938206e-05
204318_s_at,0.6344413226362207,2.946964736150725e-11,1.1768947940948456e-09
204320_at,1.231870810185161,1.1641054723694537e-15,1.2419342382364399e-13
204331_s_at,0.5816519128450466,0.0008565861719795122,0.0023052200116551345
204337_at,0.5012562474105882,3.6086419677548977e-06,2.7118830908370896e-05
204351_at,1.4154649860023256,1.1668426695986377e-12,6.490861122206798e-11
204369_at,0.602841129679538,0.0005837900368821532,0.0016859025504392575
204379_s_at,0.5856537163038356,1.0165186971429936e-05,6.288143822956204e-05
204388_s_at,-0.7486036476056843,1.2015742071361768e-05,7.185312256619632e-05
204389_at,-0.7475883115866244,2.7899731153248e-06,2.184589171716446e-05
204401_at,-0.5107501290780068,6.752678142330294e-06,4.489561572839763e-05
204421_s_at,-0.6799737116996107,2.3640213491101273e-08,4.07490165843149e-07
204426_at,0.7241808683594937,2.4138110230398253e-07,2.860188928212839e-06
204427_s_at,1.0025327893368923,5.196281725345884e-06,3.628408782130253e-05
204437_s_at,-1.0511007621747244,8.585728825341888e-05,0.0003551764180454409
204439_at,0.5896117155467504,0.00023808020782428404,0.0008124307311431872
204444_at,0.9984831688628675,5.152517024065432e-38,1.539159885428826e-34
204455_at,-1.2129689926292766,1.6620384880722526e-25,8.139084215687596e-23
204460_s_at,0.8905999879427564,2.328185772649591e-07,2.7752420351392093e-06
204468_s_at,-0.8001179253710853,1.0940735298898094e-05,6.661672336907539e-05
204475_at,0.8223861380827011,3.6815875011111826e-28,2.303027811577547e-25
204478_s_at,0.6340044527490489,1.5497765776804474e-06,1.3572244482107981e-05
204482_at,-0.6042703965798717,1.2267708705501135e-07,1.6222266243945546e-06
204493_at,0.6192084122749129,2.80313812919208e-13,1.7665684007431606e-11
204510_at,0.6841621861649241,9.667746482150381e-06,6.0255013443366895e-05
204519_s_at,-0.6822370582407857,9.087501696981938e-07,8.695126543633711e-06
204533_at,1.182058765195014,2.0958717307889541e-10,6.67461410896883e-09
204570_at,-0.626985004022047,9.282301245720647e-13,5.2815410059460416e-11
204591_at,-0.5221733831921056,0.0007571370973287676,0.002082998652735766
204601_at,0.5223053471437287,3.715654017335933e-06,2.7679305936623193e-05
204602_at,0.5339361294121541,6.336319856568659e-06,4.2761095720405295e-05
204606_at,-0.6579371988616098,2.210970924720677e-06,1.809978719190355e-05
204607_at,-0.5811070074140903,0.03466034170172874,0.05364352765732558
204623_at,-0.5641204769229407,1.0288640167836242e-05,6.343493479744152e-05
204641_at,0.520234732635346,0.0003912129672440748,0.0012156781189550613
204649_at,0.5890505086881856,0.0001398167430206284,0.000528082658681529
204654_s_at,0.5929577191015292,2.7550314592688406e-05,0.0001410183340494839
204699_s_at,0.5818367021088378,0.00013955673980984792,0.0005272339612494975
204709_s_at,0.8212114829655919,7.365263735152267e-37,1.5715368449747753e-33
204712_at,-1.224958891227223,1.2209027372097237e-05,7.278149384539786e-05
204719_at,-1.4585555016012466,1.3036182042527185e-50,9.735420749359303e-47
204731_at,-0.6702819453557147,8.243978873226161e-27,4.47752976183658e-24
204734_at,-0.637556516722865,1.9684390282933815e-22,6.533467850353321e-20
204753_s_at,-0.6559405958737523,4.0347910973954696e-05,0.00019250483894169855
204754_at,-1.0075001162675972,1.4362573561715105e-10,4.793729580285515e-09
204755_x_at,-0.6939411805546358,3.502003591770526e-05,0.00017163552304080254
204768_s_at,0.9403247488213202,1.6884769959311074e-10,5.536573526065207e-09
204793_at,-0.5514881272635686,4.132649034887813e-06,3.024264869430886e-05
204799_at,0.8311119466930044,8.351587834034352e-07,8.131637280908546e-06
204822_at,1.0519481507736788,6.023045174201746e-18,9.621412055815752e-16
204823_at,-0.6039913142978208,1.839296880910307e-05,0.00010165305536827511
204825_at,0.8970646316625808,3.8321915886038053e-08,6.129393005333099e-07
204846_at,0.5582431376510664,0.0009203916340889957,0.002446462802887226
204850_s_at,-0.8062188756441921,0.0014112130865944973,0.0034682363727054255
204860_s_at,0.5400800198082305,8.410098980124074e-06,5.3818868195001363e-05
204865_at,-0.603901060141075,6.901735458299019e-05,0.00029783649041001343
204875_s_at,0.550745499113098,0.0008556445247381608,0.002303308393527831
204894_s_at,-0.8278883533672201,2.61403628507259e-08,4.436732494755023e-07
204913_s_at,0.6168907466175286,0.00021011187457108848,0.000732546909102189
204914_s_at,0.8263801238312434,1.2674670714697681e-08,2.3663610224340572e-07
204915_s_at,0.563991529159668,2.4416612519277564e-13,1.5584894213159388e-11
204920_at,-0.5432749875099394,1.615171267003921e-09,4.014009657898596e-08
204941_s_at,0.6091019167307612,4.075981307072985e-10,1.1937030745576882e-08
204955_at,-0.5353937196214336,9.311932712955289e-17,1.2254011189489003e-14
204962_s_at,1.0482208311339543,9.251181373522597e-30,7.272402368154396e-27
204972_at,0.585473055884401,1.4111223445698918e-12,7.73450397742969e-11
204983_s_at,0.601217263408194,4.2937931434730665e-13,2.6283645242177758e-11
204989_s_at,0.6073679545066901,0.0001985857475441399,0.0007006204618682588
204997_at,-1.0972572711845539,0.00028493331225854857,0.0009409161954219946
205030_at,-0.6487022322766083,3.607889644981484e-05,0.00017576394924414908
205034_at,0.7469103529244911,2.4709711246501607e-08,4.2304081605956707e-07
205044_at,-0.852559774091902,3.5066860027466934e-18,5.852051635421744e-16
205046_at,0.8161770388187466,7.724232547303106e-23,2.7799792126872096e-20
205051_s_at,-0.7146128665289466,5.960364702488511e-13,3.5609602878547356e-11
205053_at,0.5013991552063088,5.2426928836672014e-08,7.937644288946105e-07
205078_at,0.5016449855883436,0.00022784125595289918,0.0007830273812500005
205117_at,-0.6531308734349128,9.536069542636358e-11,3.335614395522638e-09
205119_s_at,0.6212548249747436,6.766919174261094e-05,0.00029305897477938916
205195_at,0.5200313976996909,4.968539202542627e-09,1.0563715520167499e-07
205200_at,-1.2198756173276224,3.1608232908686926e-15,3.0070099791347e-13
205232_s_at,0.5358765159282881,2.404990574407704e-05,0.00012641541164650172
205236_x_at,-0.8681018231989959,2.276804031320527e-06,1.8532068126323374e-05
205238_at,0.526745860696864,0.00018243869052536184,0.0006547103031443547
205248_at,0.733444533352303,3.936183390606525e-09,8.742131616669004e-08
205259_at,-0.5961572419016798,2.9368042303635377e-07,3.3715686383328056e-06
205282_at,0.5897326736759094,9.509253110808085e-22,2.812479296297615e-19
205306_x_at,0.9804351276370742,2.7355912297403876e-10,8.433186915872534e-09
205321_at,0.7239069797583699,0.00011184528010289164,0.0004412410709702813
205329_s_at,0.5008724453769133,8.13158389131929e-06,5.2328021111910774e-05
205351_at,0.513053838251631,3.163117336702467e-05,0.00015790214084554827
205357_s_at,-0.6746058537343069,0.00019693649259134568,0.0006958702279026115
205363_at,-0.6926302091436125,2.7138033782358423e-06,2.1299720051145845e-05
205382_s_at,-0.8100118976158495,1.536247137541566e-17,2.2606292853518055e-15
205384_at,-1.174234095390611,2.2883536274859414e-09,5.459880156570291e-08
205392_s_at,-1.1899202986038824,1.1519299906399546e-09,2.9792599723287206e-08
205394_at,0.5625792380957777,8.097921063033314e-11,2.8832073658513845e-09
205413_at,-0.5359088286782931,0.0009100837255180118,0.0024225646986877603
205425_at,0.6185928650172166,0.00011567106800010872,0.00045327641916558415
205462_s_at,0.7435748438175946,1.1232223285976556e-05,6.798602760401714e-05
205463_s_at,-0.5439911270105089,2.0872970250604585e-08,3.658314511801876e-07
205478_at,-1.0811091966133004,7.591177508961617e-08,1.0798269264176259e-06
205498_at,-0.8955758955965711,3.203309299199407e-08,5.292547311155127e-07
205507_at,-0.7381165414877597,2.695989236606013e-07,3.133641652758553e-06
205522_at,-0.6441008338420502,5.956760743183896e-07,6.133759287155785e-06
205529_s_at,-0.6610209755109953,5.733161250973296e-32,5.905551478933597e-29
205538_at,0.6288543587692002,0.00011692325639912757,0.0004565065370742045
205552_s_at,0.8165229832431522,6.528132234212595e-07,6.621676268264809e-06
205559_s_at,-0.580443402470439,0.0001631183000285709,0.0005987552050200872
205588_s_at,0.7058619378839426,2.4459196470410948e-09,5.771288443634406e-08
205593_s_at,-0.5241361616588263,8.822238096604069e-07,8.495741341771654e-06
205597_at,0.7190120843076069,2.970199142778874e-27,1.6430701628350097e-24
205604_at,-0.6148285177920814,2.0662859317957624e-06,1.7146717648851757e-05
205609_at,-0.5530355806769247,0.00025822973820983767,0.0008680889871488038
205614_x_at,-0.5578759286474546,8.475223780843903e-09,1.6878125652091273e-07
205619_s_at,-0.8910329267487613,2.9544561348894017e-06,2.2947351446026055e-05
205660_at,0.5578355680613893,1.2080529493738181e-18,2.1608956708799218e-16
205661_s_at,0.5031785203043002,2.340802970120464e-08,4.044214362257866e-07
205681_at,0.602979196378465,8.927709867520362e-07,8.575194506834992e-06
205687_at,0.5990216711548921,6.347632587202662e-06,4.280233835787821e-05
205704_s_at,0.5550986061891354,2.1703151568735853e-08,3.7913248167326163e-07
205713_s_at,0.8906233706793869,2.2568907155977712e-14,1.8123075122671135e-12
205729_at,0.6027201821686545,3.150020093441042e-10,9.504787902148565e-09
205730_s_at,-0.646807279048121,3.375602198164246e-09,7.673971755217836e-08
205733_at,0.5546971894532002,4.690216224120932e-08,7.259385442846656e-07
205752_s_at,-1.1481835627983852,3.6755749159369025e-06,2.7469795819081096e-05
205761_s_at,0.5167080445928702,4.1158232308195305e-05,0.00019546561454855487
205770_at,0.5652301705884508,9.402031740829121e-07,8.94450611981043e-06
205779_at,-0.5007731175533208,0.00047571720178153957,0.001421488871823362
205782_at,-0.8614426685740135,7.161749389425115e-06,4.708093700724186e-05
205794_s_at,-0.5047651785674001,0.002902043712293032,0.006350439511656102
205822_s_at,0.6573565258443403,7.420541378885273e-10,2.0336368079822098e-08
205823_at,-0.5109685248499622,7.882871925150101e-07,7.751058266888868e-06
205824_at,-0.7966696258010777,1.123993038367994e-08,2.1326716491040386e-07
205828_at,0.6603279373179749,0.00013939154754920275,0.0005267431130157855
205878_at,-0.5931377930675872,9.667469366902088e-10,2.5578976521532257e-08
205883_at,-1.031931946372223,5.8190491796939855e-09,1.2104919017814674e-07
205895_s_at,0.9876765428976917,4.608560931136142e-07,4.942140854474503e-06
205913_at,-1.470603286094708,5.025297703547818e-09,1.064650304967237e-07
205916_at,0.9023034046552769,1.6471164820990418e-14,1.3629546690654454e-12
205923_at,-1.2257873666523054,3.7171797727787743e-07,4.112845251082713e-06
205941_s_at,1.1942147950452737,1.61851589955117e-33,2.1021003022344586e-30
205943_at,0.6386331272132082,1.5524235941273303e-12,8.431635927958474e-11
205961_s_at,0.5104653697586126,0.0006100838218087091,0.001745467285228403
205979_at,-0.6069019391093053,0.01218125690638788,0.021591346916853698
206036_s_at,0.5410614227151305,6.351924537915716e-05,0.0002785447589498213
206061_s_at,0.5510268105972251,1.3315086933471281e-05,7.805107474031673e-05
206075_s_at,1.0033858970191316,2.7912504090453832e-08,4.6974778714931656e-07
206093_x_at,-1.610433509448237,1.0184285953378242e-19,2.1274474825126914e-17
206102_at,0.5491195173720564,9.670789534147958e-08,1.3251643346975588e-06
206113_s_at,0.9564570633572687,2.3092527539210734e-08,4.003294411130562e-07
206143_at,-0.61599625716741,0.01233743064172302,0.021834452759615503
206165_s_at,0.5510841708576675,7.397229227202758e-12,3.4689172916012685e-10
206201_s_at,-0.9341350186235347,5.487790913625692e-07,5.73464687487285e-06
206208_at,-0.7272113212525682,5.5014690124749725e-05,0.000247761016645036
206209_s_at,-1.2012984491522611,4.8048993147867125e-06,3.414175840421234e-05
206224_at,0.518049323349921,9.10981791909659e-13,5.203221431725686e-11
206235_at,0.5432377345935939,1.4796024049734994e-06,1.3045656151525494e-05
206243_at,-1.3057525212491847,3.126604008376682e-07,3.555307001835868e-06
206254_at,-0.75228890050469,2.5809248278013874e-05,0.0001337335411206991
206262_at,-0.8882946192156398,1.7188312576808838e-06,1.4750050942098063e-05
206303_s_at,0.5418952287353456,7.195351580187461e-06,4.727062731545191e-05
206316_s_at,0.5883600805404807,1.1205697583678962e-05,6.789055409746167e-05
206364_at,0.6873147343083126,2.9152464142601565e-07,3.349393880260746e-06
206373_at,0.5759575440560993,2.440407536339879e-13,1.5584894213159388e-11
206378_at,-1.0971072873442704,0.0001189461059057386,0.00046289188061701713
206392_s_at,0.5521237824664365,0.00569843530196987,0.011234402015604801
206453_s_at,-0.5452831640101534,1.2640398303661578e-20,3.1730586397225096e-18
206472_s_at,0.5577356072049082,1.8765474230593077e-06,1.5857489284760295e-05
206481_s_at,-0.6592196846974483,8.915091144896481e-10,2.3927367716113898e-08
206488_s_at,-0.8333866356818866,3.7744932939815707e-10,1.1196788845860723e-08
206491_s_at,0.5064675219835642,0.0009072759351002259,0.0024159039118319455
206509_at,-0.8915723216198606,1.0840540501969577e-09,2.8208068455996096e-08
206552_s_at,-0.5899187028117971,0.0013798677556271569,0.003404593177178032
206560_s_at,-0.7382041697853032,3.857908329285727e-08,6.162750674461135e-07
206574_s_at,0.6138374547974284,4.159990149290555e-05,0.00019721826018030068
206632_s_at,0.9590149141352762,9.161590016894237e-14,6.448595687408504e-12
206665_s_at,0.5666662134595386,1.0188891851589846e-06,9.56814138292021e-06
206701_x_at,-0.5468515336609361,0.011615997323001146,0.020714767597915962
206724_at,0.879706068976714,1.3225186140024848e-05,7.766124638781644e-05
206742_at,-1.4665458868750376,6.275711489609317e-10,1.75861213524962e-08
206799_at,-1.2442353982189933,6.174687194303222e-05,0.00027180998506959303
206825_at,-1.223667209289229,2.3870274894823266e-36,4.753685677721071e-33
206850_at,-0.990315735309454,0.00022150866058364451,0.0007654912897911417
206916_x_at,-0.5564322959781138,0.0027256816454041786,0.006018314716786471
206928_at,0.5296651937465326,0.000350251354419738,0.0011133708790963298
206955_at,-0.6940468533381026,0.0004090809496875035,0.0012595409327010004
207016_s_at,-0.8042315989106985,8.423136369123197e-05,0.0003499039488505745
207092_at,-1.4122666800079968,3.0348617873840027e-06,2.3492456935147686e-05
207096_at,-0.6522342787123561,0.0017601497025295696,0.004178257462965933
207108_s_at,0.6075761495801131,5.1643583443578315e-05,0.00023491657143696838
207144_s_at,-0.7918252543530027,0.0005303796969432486,0.001555724892683496
207165_at,0.7768784356044249,7.776264532256774e-28,4.554756355050477e-25
207172_s_at,0.8022521882317393,1.3814156094444044e-08,2.5472621657606943e-07
207175_at,-1.702661132538279,2.9546645239845626e-18,4.986538907371009e-16
207180_s_at,0.7305068145199352,6.13927650666603e-05,0.00027049036549723845
207265_s_at,1.0046392987819743,1.1523578732730864e-11,5.123462703080356e-10
207431_s_at,0.5793792037435201,0.0009463708479095726,0.0025039849396594114
207547_s_at,-0.6601784764754124,8.927073117727167e-05,0.0003671616799845049
207549_x_at,0.919977979501033,5.765990883028793e-07,5.9785379957596694e-06
207622_s_at,0.5604094566380842,0.0005122674949102379,0.0015107566993739388
207630_s_at,0.5598974811742337,0.0001376888634279474,0.0005214963520121269
207782_s_at,0.8730497124625702,5.9724615012182744e-09,1.2398149406837546e-07
207791_s_at,0.6431572294950789,0.00017416445898450842,0.0006306689158778062
207824_s_at,0.7214609779493923,5.097746494576232e-05,0.00023238193695403816
207828_s_at,1.0361700881115912,6.688801881158009e-13,3.917801760665726e-11
207980_s_at,0.5984604702259033,0.0024075924446996535,0.005410630794429541
208004_at,-0.6729889002928573,0.00429320479173118,0.008817836464424767
208078_s_at,0.613197203976751,0.0007558728785223084,0.002080286956625981
208079_s_at,0.8939307560901941,1.6755224196901384e-09,4.1398846750193394e-08
208083_s_at,0.6939357648511921,4.609226305892635e-11,1.7527664728603094e-09
208096_s_at,-0.5497414713445394,1.5358411471021444e-10,5.07507154272514e-09
208097_s_at,0.6415437003322655,1.9580673026303943e-08,3.4610287848624347e-07
208103_s_at,1.0237097758287008,6.687365353445678e-11,2.4243322553171033e-09
208153_s_at,-0.6938519106911132,1.52416876954598e-05,8.723829211028669e-05
208186_s_at,-0.6443841492819287,0.00012773836346248818,0.0004910940017183329
208241_at,-0.5375564126538988,0.0009400065012974763,0.0024894880657651704
208310_s_at,0.537879685213956,0.0002840890991199468,0.0009384396294272974
208335_s_at,-1.1549841101399898,1.930754430483477e-14,1.5715394100109651e-12
208383_s_at,-0.7872795778838055,0.00021218326705273234,0.0007387340971327762
208399_s_at,-0.8335959461535183,0.0009395947867915288,0.002488922184183431
208447_s_at,0.9922391887749844,1.7532078170368418e-10,5.711213076393079e-09
208453_s_at,0.7848551201141967,0.00014035873730088643,0.0005294603107276272
208485_x_at,0.5599219638125912,0.0015698891192156659,0.003794766772067517
208490_x_at,0.5930242981386113,9.616388407213686e-08,1.319525744144636e-06
208502_s_at,0.8570870563678781,1.2324705858437685e-06,1.1211003375868619e-05
208510_s_at,-0.6101828948524708,0.0018066033921635063,0.004268179099233491
208527_x_at,0.5995454880701767,1.2137320565112365e-08,2.2759952286317423e-07
208546_x_at,0.7505650285016676,5.444182399736805e-08,8.205193013862919e-07
208579_x_at,0.8558236593562119,4.596387401934873e-05,0.00021393397390322995
208607_s_at,-0.8956195733911905,3.768723730668211e-06,2.7976967018519088e-05
208609_s_at,-1.2617917633177322,1.1846751303977e-09,3.045203826884618e-08
208621_s_at,0.963840723300669,1.455295754398582e-10,4.846443118773071e-09
208622_s_at,1.1569727704359307,3.2035003096708566e-07,3.6289329256916126e-06
208633_s_at,0.629891169260254,0.0009899445058193003,0.002596735359837912
208653_s_at,0.5115928014423692,1.2613486683616037e-05,7.465624612898321e-05
208664_s_at,0.8074183760084659,4.214650262233372e-12,2.0741356282279292e-10
208677_s_at,0.5217959767993761,0.000768378446955615,0.0021073879680836944
208703_s_at,0.5648393987994278,0.009494960714184802,0.017423273324782135
208721_s_at,0.8687000622936636,3.2137880439242866e-07,3.6378362786832653e-06
208744_x_at,0.8034944146444745,2.2166407463325276e-06,1.8136261948629214e-05
208750_s_at,1.131274222483723,5.178271919666976e-05,0.00023544191595782632
208767_s_at,0.6067047985505538,4.528322426719194e-05,0.00021145857047202715
208793_x_at,1.0052507045972454,6.354875512457547e-05,0.0002785923705725445
208800_at,0.5766936624794194,0.00016118027383580405,0.0005930258825006944
208814_at,0.5271344343861801,0.001100791516601689,0.0028332624663041234
208828_at,0.6228362552612445,0.0008515004462907787,0.0022944273255996878
208840_s_at,0.5324712430229295,7.184960034426107e-07,7.1734333605740864e-06
208850_s_at,0.5045465367920468,0.005961415789673934,0.011679636155908687
208867_s_at,0.7616824956678059,2.6822380389991358e-05,0.00013809688848842155
208875_s_at,0.6130304101014397,4.5856701594866624e-07,4.920371372276781e-06
208900_s_at,0.5794430180548162,0.0037105469610474633,0.007787638503506627
208925_at,0.6608160513464991,0.0009627788203432884,0.0025399742931462256
208952_s_at,0.9868380233994776,6.5864000632968485e-09,1.3550202664655886e-07
208953_at,0.6853351459964658,4.901100691252664e-06,3.4635836254814185e-05
209047_at,-0.5508907415435722,3.8359992679114545e-17,5.379763855917886e-15
209053_s_at,0.8679826099947459,2.7708536472542897e-15,2.69612182901564e-13
209055_s_at,0.6791828019031465,1.887970020066863e-09,4.5888885630136147e-08
209057_x_at,-0.5411996547308342,5.218016388666828e-06,3.640181820697232e-05
209074_s_at,-0.8642064787226902,1.0465744944240614e-08,2.019591298283951e-07
209113_s_at,0.6529870832642168,0.0005311953062485009,0.0015579642796519607
209116_x_at,-0.7776870682939503,6.104792095653128e-07,6.262443320101314e-06
209142_s_at,0.5611751837792411,3.8716418428591214e-05,0.00018629781754170052
209160_at,-0.5686404324632823,3.1742233019053446e-06,2.4344133112841194e-05
209162_s_at,1.1217117878269471,5.0886591364595626e-05,0.00023207393240354206
209167_at,-0.5102487838504612,6.812048161685104e-07,6.872323630052598e-06
209169_at,-0.5662449137106127,1.027414506942826e-05,6.335864193104066e-05
209189_at,0.5439473073944749,0.03871071958623481,0.05909477797833229
209201_x_at,1.0159417934984627,2.6051553099497513e-07,3.047032083743891e-06
